id,cardCategory,cardCategoryName,cardNo,cardName,subTitle,extendType,extendTypeName,cardColorList,cardColorNameList,hero,region,tag,cardEffect,flavorText,energy,returnEnergy,power,cardQaList,craftList,productList,isPreview,cardSeries,attachEffect,errata,cardGroupLimit,cardNoShort
660,spell,法术,SFD·011/221,取放自如,,,,['red'],['红色'],,,,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
选择一名单位和其控制者的一件武装。为该单位贴附或卸除该武装。抽一张牌。",“承认吧，你已经上钩了。”,2.0,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/fa95f3a87cf149418034bd5520876884.png', 'backImage': '', 'rarity': 'rune_glimmer', 'rarityName': '不凡', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3990, 'artist': 'Kudos Productions'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-011
567,unit,单位,SFD·012/221,攻城锤,,,,['red'],['红色'],,诺克萨斯,崔法利,你在本回合内每打出过一张牌，我的费用便减少{{1}}，不得低于{{1}}。,他们管这个叫做“诺克萨斯式串门”。,5.0,,5.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/925c13260b2443e79790d82b94b77e0e.png', 'backImage': '', 'rarity': 'rune_glimmer', 'rarityName': '不凡', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3989, 'artist': 'Six More Vodka'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-012
568,unit,单位,SFD·013/221,爆破队学员,,,,['red'],['红色'],,皮尔特沃夫,,"你可以选择支付{{1}}和{{红色}}，作为打出我的额外费用。
当你打出我时，如果你支付了该额外费用，则对战场上的一名单位造成2点伤害。",只要光束够粗，就不用瞄准了。,2.0,,2.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/4814a8927ca8455096b28bb7e9563bb0.png', 'backImage': '', 'rarity': 'rune_glimmer', 'rarityName': '不凡', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3988, 'artist': 'Six More Vodka'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-013
661,unit,单位,SFD·014/221,牛头人清算者,,,,['red'],['红色'],,诺克萨斯,,所有单位无法移动到基地。,他天生便有无穷的耐心，于是把赋予他人这种品格当作己任。,5.0,,5.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/362252ae1550453caf0a66cf2dbf9bc2.png', 'backImage': '', 'rarity': 'rune_glimmer', 'rarityName': '不凡', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3987, 'artist': 'Six More Vodka'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-014
569,unit,单位,SFD·015/221,栖息的冥龙,,,,['red'],['红色'],,暗影岛,龙,你只能将我打出到你本回合征服的战场上。（不能打出到其他位置。）,当你看到冥龙投下的影子，意味着一切为时已晚。,4.0,,5.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/3902415a1cba4a8dab816e601b9e09b2.png', 'backImage': '', 'rarity': 'rune_glimmer', 'rarityName': '不凡', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3986, 'artist': 'Kudos Productions & 黯荧岛Dark Glow'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-015
570,equipment,装备,SFD·016/221,反曲之弓,,,,['red'],['红色'],,,武装,{{装配红色}}（支付{{红色}}：将此牌贴附到你控制的一名单位上。）,,2.0,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/d1a50c803abf4109bc1079ab725394af.png', 'backImage': '', 'rarity': 'rune_glimmer', 'rarityName': '不凡', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3985, 'artist': '黯荧岛Dark Glow'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,当我进攻或防守时，对此处的一名敌方单位造成2点伤害。{{S}}+0,,,SFD-016
571,spell,法术,SFD·017/221,雷霆突降,,,,['red'],['红色'],,,,"{{待命}}（支付{{A}}正面朝下放置此牌，之后可支付{{0}}将其当作反应牌打出。）
{{迅捷}}（可在你的回合或法术对决中打出。）
对战场上的一名单位造成2点伤害。如果它是进攻方，则改为对其造成4点伤害。",不可越雷池一步。,3.0,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/51f49a56460b43b692a8f3a348e5fe1e.png', 'backImage': '', 'rarity': 'rune_glimmer', 'rarityName': '不凡', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3984, 'artist': 'Kudos Productions'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-017
509,unit,单位,SFD·018/221,虚空兽苗,,,,['red'],['红色'],,虚空之地,,当你要展示某个牌堆的卡牌时，先查看其顶部的第一张牌，你可以选择将其回收。然后继续展示这些卡牌。,,2.0,,2.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/2096d2d99a244e7c86c651cb84e5edb1.png', 'backImage': '', 'rarity': 'rune_glimmer', 'rarityName': '不凡', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3983, 'artist': 'Kudos Productions'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-018
572,equipment,装备,SFD·019/221,装配架,,,,['red'],['红色'],,,,支付{{1}}和{{红色}}，从你的废牌堆中回收一名单位，{{横置}}：打出一名3{{S}}的“机器人”到你的基地。,“真不敢相信，这么好的东西都有人扔！”,4.0,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/171a79e7252642518697aaae0ce3afd9.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3982, 'artist': 'Six More Vodka'}]","[{'productCode': 'SFD(英雄预组 兰博)', 'productName': '铸魂淬炼 英雄预组 兰博'}, {'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-019
401,hero_unit,英雄单位,SFD·020/221,德莱文,血斧飞旋,,,['red'],['红色'],德莱文,诺克萨斯,,"当我赢得战斗时，打出一个休眠的“金币”装备指示物。
当我进攻或防守时，你可以选择支付{{红色}}，以此让我在本回合内{{S}}+2。",“哥们儿，我很好。”,4.0,,4.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/af59a7ed1941412ca67e7530d8a60317.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3981, 'artist': 'Six More Vodka'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-020
402,hero_unit,英雄单位,SFD·020a/221,德莱文,血斧飞旋,,,['red'],['红色'],德莱文,诺克萨斯,,"当我赢得战斗时，打出一个休眠的“金币”装备指示物。
当我进攻或防守时，你可以选择支付{{红色}}，以此让我在本回合内{{S}}+2。",“哥们儿，我很好。”,4.0,,4.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/cd7212c00ca74ee4a06936a6c1f3f599.png', 'backImage': '', 'rarity': 'rune_legend', 'rarityName': '异画', 'extendRarity': 'legacy_etching', 'extendRarityName': '异画', 'listSort': 3980, 'artist': 'League Splash Team'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-020a
541,unit,单位,SFD·021/221,铁甲先锋,,,,['red'],['红色'],,班德尔城,约德尔人|机械,{{绝念}}—打出两名3{{S}}的“机器人”到你的基地。（当我被摧毁后，发动此效果。）,“在你眼中，这是堆快散架的破铜烂铁；在我眼中，它们是还没降生的零件。”,6.0,1.0,6.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/743bf8ab50144495aed658a3e2047a60.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3979, 'artist': 'Envar Studio'}]","[{'productCode': 'SFD(英雄预组 兰博)', 'productName': '铸魂淬炼 英雄预组 兰博'}, {'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-021
403,equipment,装备,SFD·022/221,长剑,,,,['red'],['红色'],,,武装,"{{灵便}}（此牌获得{{反应}}。当你打出此牌时,将它贴附到你控制的一名单位上。)
{{装配}}{{红色}}（支付{{红色}}：将此牌贴附到你控制的一名单位上。）","剑不是造得越长越好——听过""边际收益递减""吗?",2.0,1.0,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/48ad3f52ea5a4fc4bef6b90e0186d6c7.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3978, 'artist': '黯荧岛Dark Glow'}]","[{'productCode': 'SFD(英雄预组 兰博)', 'productName': '铸魂淬炼 英雄预组 兰博'}, {'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,{{S}}+2,,,SFD-022
444,spell,法术,SFD·023/221,透体圣光,,,,['red'],['红色'],,,,"{{回响2红色}}（你可以选择支付此额外费用，以重复此法术效果。）
对战场上的一名单位造成2点伤害，然后对最多另一名单位造成2点伤害。","“我有两个理由让你回头。”
——卢锡安",2.0,1.0,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/1533dacb08464a9f89bd44f0e534484f.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3977, 'artist': 'Kudos Productions'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-023
445,hero_unit,英雄单位,SFD·024/221,芮尔,唯心铁意,,,['red'],['红色'],芮尔,诺克萨斯,,"{{壁垒}}（我在战斗中首先承担伤害。）
当我进攻时，你可以选择打出一件法力费用不高于{{2}}的武装，无视其费用，然后将其贴附到我身上。",“血肉之躯太过脆弱。只有钢铁才最可靠。”,4.0,,4.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/f04c07d1d09c4919846486f56b1832a1.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3976, 'artist': 'League Splash Team'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,"{{壁垒}}（我在战斗中首先承担伤害。）
当我进攻时，你可以选择打出一件法力费用不高于{{2}}的武装，无视其费用。若如此做，则进行一次：将其贴附到我身上。",,SFD-024
542,hero_unit,英雄单位,SFD·025/221,雷恩加尔,暴起,,,['red'],['红色'],雷恩加尔,以绪塔尔,猫科,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算，并能打出到你控制的战场。）
{{强攻2}}（如果我是进攻方，则{{S}}+2。）
我可以被打出到你正在进攻的战场。",“今晚，猎个痛快！”,3.0,1.0,3.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/00a70467a62149d0bea90dd62c7813ec.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3975, 'artist': 'League Splash Team'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-025
662,hero_unit,英雄单位,SFD·026/221,兰博,热力全开,,,['red'],['红色'],兰博,班德尔城,约德尔人|机械,"你的“机械”属性单位获得{{强攻}}。（如果它是进攻方，则{{S}}+1。）
当我征服一处战场时，你可以选择回收另一名友方单位，以此从废牌堆中打出一名“机械”属性单位，将其所需法力费用减去被回收单位的战力。",,4.0,,4.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/f7cd5eba650e4d38a1d6239b73b7e8ea.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3974, 'artist': 'Six More Vodka'}]","[{'productCode': 'SFD(英雄预组 兰博)', 'productName': '铸魂淬炼 英雄预组 兰博'}, {'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-026
663,hero_unit,英雄单位,SFD·026a/221,兰博,热力全开,,,['red'],['红色'],兰博,班德尔城,约德尔人|机械,"你的“机械”属性单位获得{{强攻}}。（如果它是进攻方，则{{S}}+1。）
当我征服一处战场时，你可以选择回收另一名友方单位，以此从废牌堆中打出一名“机械”属性单位，将其所需法力费用减去被回收单位的战力。",,4.0,,4.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/8b237a7f74554a1a9909c3b19aa48e99.png', 'backImage': '', 'rarity': 'rune_legend', 'rarityName': '异画', 'extendRarity': 'legacy_etching', 'extendRarityName': '异画', 'listSort': 3973, 'artist': 'League Splash Team'}]","[{'productCode': 'SFD(英雄预组 兰博)', 'productName': '铸魂淬炼 英雄预组 兰博'}, {'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-026a
490,unit,单位,SFD·027/221,穿沙角兽,,,,['red'],['红色'],,虚空之地,,"如果你的手牌不超过两张，则我以活跃状态进场。
当我据守一处战场时，抽两张牌。",沙丘的崩塌不像枯枝的断裂，而是如浪涛般席卷崩摧。,7.0,1.0,7.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/dffa3e7c38f74561ab3c5d14d494d595.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3972, 'artist': 'Wild Blue Studio'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-027
573,hero_unit,英雄单位,SFD·028/221,卢锡安,孤绝枪火,,,['red'],['红色'],卢锡安,德玛西亚,哨兵,"{{强攻}}（如果我是进攻方，则{{S}}+1。）
当我进攻时，对此处的一名敌方单位造成等同于我{{强攻}}数值的伤害。",“人终有一死，而有些人则需要一点小小的帮助。”,3.0,,2.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/c4da656a630c475e81eb1e679300bd9a.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3971, 'artist': 'Six More Vodka'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-028
574,hero_unit,英雄单位,SFD·028a/221,卢锡安,孤绝枪火,,,['red'],['红色'],卢锡安,德玛西亚,哨兵,"{{强攻}}（如果我是进攻方，则{{S}}+1。）
当我进攻时，对此处的一名敌方单位造成等同于我{{强攻}}数值的伤害。",“人终有一死，而有些人则需要一点小小的帮助。”,3.0,,2.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/ee7ffc84caad45179c884942b09de7e6.png', 'backImage': '', 'rarity': 'rune_legend', 'rarityName': '异画', 'extendRarity': 'legacy_etching', 'extendRarityName': '异画', 'listSort': 3970, 'artist': 'Kudos Productions'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-028a
510,hero_unit,英雄单位,SFD·029/221,雷克塞,黄沙噬猎,,,['red'],['红色'],雷克塞,虚空之地,,"{{急速}}（你可以选择额外支付{{1}}和{{红色}}，让我以活跃状态进场。）
{{强攻}}（如果我是进攻方，则{{S}}+1。）
从手牌以外位置被打出的友方单位获得{{急速}}。",,3.0,,3.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/ceade2fb3f224e50921ca8293168ef36.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3969, 'artist': 'Six More Vodka'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-029
